Reporting_Airline,max_early_departure_minutes
AS,49
G4,40
YX,40
WN,37
B6,35
F9,35
OO,35
NK,34
DL,30
9E,28
AA,28
OH,27
UA,25
HA,22
MQ,22
Reporting_Airline,0
